0,1,2
MQUBC,11424,176
JHMXC,11369,25
WCGDXHG,11360,23
OTOZK,11356,128
GFJNYX,11338,75
RWCGCE,11322,85
QLGQYR,11301,76
CTXENPF,11291,103
OTMQH,11243,86
QHCE,11238,176
NROFKYI,11227,104
HIXWYSC,11227,48
BDL,11213,178
NOBAE,11182,145
GNP,11170,134
LIQKWIV,11153,135
CVVGRTZUG,11131,68
SJMW,11096,38
EBXFLPEIY,11077,39
ZBCD,11028,177
YDUFX,11026,136
GCOWLNQVN,11014,187
XPNZP,11012,101
NGAGMBPD,10954,21
QWOFQD,10951,30
HGPQZGCO,10936,80
DGEMTUDGXF,10933,162
JWIH,10912,12
DCEBYJSD,10911,11
KUYYRGJNW,10882,98
EYNRMOJWPM,10878,44
TIYMOYY,10867,198
XMHMMVHV,10861,122
IZL,10850,104
QWUP,10848,15
GOOSTUT,10799,145
UILA,10788,58
TORYBGA,10778,160
CWEXGZWYG,10766,104
KLVDZOTMPJ,10763,131
WCXY,10741,12
ATXPOIJCTG,10725,94
DDKBCPHWMO,10711,44
LMXFQTLAV,10705,49
SGBQD,10697,86
GVSVQ,10691,90
ZUAAZPKXD,10679,103
WRDZDRTHE,10666,106
TLWONCVM,10648,43
JXTJVR,10643,163
XTGKUJQUJ,10626,198
KQWPQLSGYE,10497,131
VYWCC,10491,70
OYXHZ,10460,88
XAOYVHJ,10429,195
LVE,10413,56
ZBK,10389,95
EXYNZI,10352,50
IGV,10340,33
CNWNEC,10315,116
HPVX,10307,68
BWIUVQBYY,10303,49
NMLS,10300,200
MKLPC,10283,27
SEWKC,10260,96
IJBD,10244,36
HQDC,10243,96
EHLEHUNN,10237,127
GAYQWIATBN,10223,24
CCDDCEKLV,10199,63
UHH,10184,138
BLQZ,10156,60
VAQHZLJW,10146,4
QAVJT,10116,156
EBBVNYRKO,10069,5
LMTI,10035,30
ABXWYMVBVF,10011,71
VNKCIFGIX,10006,129
HLESDNJYYE,9955,43
NOTPW,9933,160
SCFHU,9918,13
NOFQ,9909,9
LXBXGQKFX,9902,66
EMC,9853,29
FDILUA,9828,169
ZCO,9824,70
EIZGSJCBSK,9797,49
MGKTETS,9793,22
ACCZRPZ,9779,113
ITMLNIFMAQ,9755,123
QMBWBUWKYB,9752,144
TYXEWLE,9669,109
OVABZFOGL,9640,67
NLEGRM,9635,159
CIBWJITKE,9527,131
DNCSAOAF,9516,58
TZW,9499,178
JDLRXVFEH,9498,90
COEJC,9459,18
FQAUYSGRFF,9451,39
LFXYSS,9451,174
BIRKM,9449,196
WMKKHG,9440,81
NXXHNP,9430,24
ODAEHF,9415,47
YFAJ,9407,28
OHEQJ,9377,20
WVSPB,9333,156
BBKKFLS,9295,12
FIRIVJWV,9279,136
WGSK,9247,135
FLE,9220,158
RIOJGYOJRU,9214,48
PSNLYPBU,9192,200
QBLCHKBEQ,9183,137
SWAQBKJXH,9139,138
UAYCE,9125,117
CWAF,9100,185
AIGK,9088,175
LJORZ,9072,87
JDX,9028,80
YJZKUIARJ,9024,99
POJJXZ,9017,162
UBRMZVAA,9012,166
VIJAGKVIEI,8994,40
PQPJTOZGV,8941,28
HWPIITPCSH,8920,194
ASINDMUST,8894,95
RQMGQXXBZ,8887,14
FZQREOSLHS,8879,80
ZLQ,8831,166
NASBURFI,8823,62
HEA,8793,148
INUTG,8785,65
KNHOM,8775,54
OOOICDK,8774,185
NFH,8769,41
JGDLI,8768,135
ZVIIWA,8710,25
ZLOKKUPQO,8706,6
MCFX,8705,117
HZL,8688,110
AGF,8677,65
UNGCVITYZ,8653,12
UZHIIEZGL,8606,72
SAZXYSQ,8570,7
PROOMH,8549,58
IKI,8541,107
IACWNLR,8539,24
GEVJNJ,8527,70
EJTDHOB,8507,66
EUQDMASPZL,8446,134
BQLOTX,8433,6
KXESE,8419,101
UYEFL,8389,195
GCH,8387,173
PUHAXI,8374,152
HILHWRKGUS,8357,114
GCVBPGHL,8293,132
AMFMNGUJZ,8263,50
HQBZWOR,8231,103
RBPYXUCAK,8188,128
AZISZGJK,8186,168
QCAJLHGA,8157,79
JMSKGTAGN,8153,10
UPMDZ,8132,62
QRTEXLRUEW,8131,119
VBLNQLQNG,8125,16
TAABATQK,8120,165
TPYSBQEX,8108,146
JPTBBA,8070,123
KNKMALDRRY,8050,126
HROASBPUEY,8038,92
XRLRIY,8037,106
OPJEMKISZG,8036,73
MQIXPKSSE,8024,176
LAX,8011,25
YQSJIVYNK,8006,131
DFSSNWO,8004,115
JSTZFAJIRS,7977,15
UTJRTHVWX,7928,105
DFOQBHSYU,7925,138
KLMUK,7920,157
QPRW,7918,155
TDQ,7835,90
DBHP,7808,45
PQLZJEG,7803,131
AUJNJMCT,7790,35
STAAYP,7789,187
JYCPKC,7755,135
FTNCQCZIGT,7744,88
OCXPQFXE,7740,13
IBIVEPBIPD,7713,25
FXPHBDNH,7703,17
GRBESRKSDS,7693,192
AVM,7691,144
CSKRGXRQPP,7679,158
VZCKYB,7671,42
JBSIB,7663,147
MVX,7641,8
UQIXCGHTDX,7637,47
NGV,7616,4
JKEVNQCG,7605,155
KWCWN,7598,159
MLZIFEK,7572,165
VOKPSJPL,7560,191
UPTP,7500,193
XGOWEGB,7482,153
YDDFIZKTS,7479,87
DOKLYVBUVF,7452,6
QLTPBRFQ,7427,187
DZM,7425,42
DZLGDMPDOE,7418,78
NYFHHSRO,7364,106
WCXXB,7363,51
EACAN,7345,135
XQQ,7323,119
CLDR,7321,71
JVK,7311,8
TMD,7304,14
NSXDKQDACP,7275,53
DDUEJ,7267,140
ZGJIDVCI,7266,85
HAM,7250,154
XFTTVWS,7147,176
AVTLRKLZIG,7126,185
OHZMUULF,7114,54
DDCXXKQQF,7083,158
MTKDYB,7054,95
ACWDKV,7001,87
KQRNPHZ,6991,159
ZQHR,6977,7
OWPF,6976,184
PAP,6964,162
EIAYUQIOI,6950,128
UGODI,6939,138
SSJBNDPY,6920,43
LAJPXHTRF,6918,171
MEXOUSQC,6892,7
PFAZDSR,6875,110
LGC,6859,66
GZXG,6837,6
UIHUFIBZK,6802,178
ZFHHQ,6789,189
BJZE,6760,39
LAACHIPM,6742,105
AKPMKTZZ,6701,24
PTNBSODT,6665,194
EEKBRZYVGF,6628,111
OWXXYI,6523,103
TGE,6513,136
EMKEW,6511,7
YJUE,6483,132
UKZKOBZJID,6481,100
CJIOK,6481,198
KKXVJLPHM,6477,38
DZVWJKT,6456,5
HEIXXM,6452,189
WTOSIKCEE,6446,198
TPKQTQM,6434,174
JXZHFQQFY,6397,172
BMFE,6372,22
YTPUHTRBH,6354,188
STKH,6351,76
UVVN,6338,153
NUILH,6331,35
OWWP,6325,39
CLNITBFM,6320,76
HQSDBQE,6319,89
DYDHPIXE,6293,33
ILLGLVGVBO,6285,37
EJZE,6239,34
PMUQWAQMFO,6167,51
LODKEUKDP,6161,154
TEDFK,6160,132
QIS,6135,150
OAUJSXMYSG,6133,138
JBEXPBQA,6106,70
AFO,6086,136
YFGDEYW,6043,115
DTTEW,6035,62
VMEBIHNWI,6015,144
BKLEEX,5995,161
MTQJCUAB,5989,4
JWXJYG,5971,34
MOUBJ,5964,19
GAMKXJNJI,5958,3
XOB,5908,20
KGHQATGSK,5893,192
GZMCNWS,5828,179
WIGT,5798,68
VNKQILW,5790,90
XYHGCGFGF,5764,35
HGCD,5763,131
NOWD,5756,112
OYY,5751,132
SOPVZNJBC,5744,56
KWK,5725,116
BFS,5681,108
RTNRNRYEY,5647,199
MHLBLJDQZF,5641,42
BBE,5631,54
GPNYAZXU,5589,25
VRPGYJQ,5580,188
HOVETDO,5578,188
OBAQUEK,5544,144
DTSJDIIGXB,5541,89
LMZYEN,5519,30
HTNPR,5473,146
YVRGGAF,5465,94
LALKIFO,5453,33
QWIIOSAO,5439,62
XPEBPVRX,5426,79
ZORGEIFT,5348,139
EUOTWVGE,5338,174
WHVDE,5334,97
KNLZBLCMV,5310,179
TQJEOHR,5306,157
WOQZURULW,5302,142
OZSXD,5288,27
LQAIRTSM,5270,72
GDWXTV,5232,152
CXQOKLCBQ,5226,167
IMIBHA,5209,160
KUPOZM,5134,179
DPHGAMAGM,5132,192
WGI,5079,4
YJMB,5057,167
RJJWMTQ,5047,102
PCBZ,5011,140
FIYNSUNEM,4994,8
FLMIDI,4990,195
CGUZMCCBU,4980,83
QVQUXK,4918,149
DYBQ,4902,155
USUZIWMBPG,4901,98
YIHDTTV,4892,86
QFN,4892,70
EAENCI,4856,133
WAOWUNBZD,4836,120
PQESFGZ,4834,119
EAVXVBX,4814,71
BHDBQ,4811,167
LNANFM,4809,7
VXHFUZNMF,4803,108
SCVLOJ,4797,187
NOR,4761,40
KNPHVI,4749,196
QKYGLPGAF,4747,8
LSFEABMK,4735,165
AWKGHTDUK,4695,140
UVGSUFLH,4693,175
ULYGHLBCC,4690,155
AXIZF,4684,83
JPL,4669,88
KLAC,4667,143
LZMM,4636,77
WMLDXEXK,4633,37
JCSWWUPL,4626,164
FBTEUZBOTV,4624,7
QKXKTFQ,4615,178
PGOMRWMOKV,4605,40
UDVRZKM,4601,1
OUPDYBGI,4557,12
KCFAYM,4540,35
SBMAUSTIW,4517,120
AQEUXVMQI,4498,81
DJRLDNFCEO,4393,149
JCHHZDUH,4380,113
SIAYGX,4359,57
XZGSRZLDON,4344,166
ZBUEDIX,4326,200
ZUMGI,4318,77
VZMNGAIX,4316,151
HSKK,4209,41
HSOVHQF,4159,46
LUPDAXYEUH,4113,194
BTT,4093,31
ZSRZLFUHDO,4019,9
AQAV,3981,118
FINBQAJ,3973,111
BAGLV,3966,99
DKTO,3951,10
EFFAF,3943,85
BSJ,3941,149
UPGR,3909,86
MMWBZEDP,3906,143
CRJQB,3896,24
PHWSZP,3877,11
TSYYBFMGLW,3866,170
GBJGGOLQJ,3847,129
QCZT,3798,21
BFVIBQRIPA,3787,106
NFMAVU,3755,130
TISHF,3736,27
SNKLFKFVG,3711,157
SCLFIMPFF,3708,29
CENRMEWOD,3705,154
AAT,3701,175
VKQ,3694,25
YYNWV,3675,50
MLF,3657,78
OWBU,3608,45
LLRL,3605,15
BAOPIZTGD,3569,89
NAXRWPLTOC,3554,57
DNLJN,3527,135
PIPXKO,3519,27
CXFEVWJWCK,3495,64
CZM,3483,40
QVYZGP,3482,73
QIOESAEVKF,3477,185
CHYXFBRA,3462,184
FPGNNBKYX,3409,174
FHP,3332,153
HYTHUSYBHJ,3329,162
WLS,3322,188
DFZQGWAU,3303,65
IQVHXR,3296,22
FAVU,3284,93
QVOQX,3256,36
HUD,3246,136
KZZKBX,3235,35
FPM,3220,42
MKZIEP,3220,39
WJRTL,3200,48
JWQVXQKW,3183,145
XMKENGSQFZ,3163,60
VVWEMFA,3146,191
ISU,3120,54
DVY,3118,100
JSE,3101,113
JEI,3076,60
CQBOTHZA,3059,196
KNMWOI,3055,29
ESAYY,3055,99
KWWIKKBRTG,3034,76
ODYRU,3026,169
KVOMHL,3025,128
BSFK,3021,101
NAT,3021,186
KEB,3015,39
AMWVISJX,3003,183
WWHNBHS,2999,155
AOSCN,2978,177
NQPJTIGK,2977,125
UUOYSM,2965,36
VPNROIW,2954,98
MJFZFDJG,2928,70
TRJEZO,2919,188
OQAPAIU,2916,30
VXAKWFLNL,2895,44
GGE,2893,27
MMWO,2824,112
IGSEKQDYY,2812,17
HBLNJULN,2809,162
UOUOHU,2803,162
SFORGZEGHB,2753,175
BGXD,2749,107
FJUG,2746,33
LXUZSVG,2708,127
CJBERBCR,2703,138
PGFWY,2691,113
QFXN,2651,153
TYRXM,2646,50
ARPDBFTV,2608,102
OWUBB,2600,85
DEYBJEHTH,2585,197
FVPCAXCTLJ,2548,40
DOUME,2493,68
ZQEFGDVU,2463,84
YFVGYANJF,2422,58
ISDPKVC,2404,101
PTPEDW,2391,144
GTGQQDLB,2379,17
IMCTTJJX,2370,22
JQQJUV,2341,194
UIFIQWLX,2285,170
VPEDNB,2284,107
VUZXCEBC,2255,146
EYTTAIZNBY,2228,147
XAUVOG,2216,123
NQUSYVJOW,2154,28
WVJDLXA,2125,57
JXPXSAUXKZ,2124,163
WDGCZ,2085,12
VIBXSLPHO,2053,79
FFYONER,2050,127
ZMTBQWUXIQ,2043,118
KWYPI,2014,147
ZGBPXAVAFA,1877,95
ECOKW,1873,98
TJVVZ,1862,105
SPRO,1809,73
ELLL,1803,185
MRXGHYF,1796,163
ZYU,1765,169
OZN,1752,134
QCGRJYM,1750,47
BIHDTHEHY,1669,89
WIVMTQVU,1665,184
ZTHII,1662,170
XZYXTY,1658,146
WVYVO,1653,10
KGGC,1652,144
QWV,1627,147
MQA,1616,67
JKJQTYZA,1594,197
ASQNPOJZ,1568,72
UHBGN,1550,166
YZUYMOP,1487,9
FBHO,1477,28
FDSEVK,1453,144
KAHEHSJY,1413,37
BYLWRFWEB,1410,87
GFOTBRZXK,1395,67
DBAUW,1351,41
KWBBXR,1344,76
LJMRD,1334,1
XBBNNC,1324,8
FGELCUQ,1310,82
ZGEAMWB,1306,50
JDVL,1303,33
MYU,1283,1
RIULQDZ,1282,200
LBYYYV,1280,186
CMUXWK,1235,98
KTCUKDG,1232,81
SZIJ,1227,156
BSJGLWRJLY,1227,112
AHRNNY,1183,101
TRUBWQP,1167,120
BRVD,1152,93
BIJWGUDSX,1144,101
LIK,1130,107
LVZWLAGT,1112,172
JMC,1109,90
HHINOPFD,1104,74
SVHJ,1092,48
HANZKO,1078,90
RFNEFEPQM,1077,14
AYYN,1063,6
JXV,1041,14
DCKEWVGBOL,1020,107
ONO,1012,167
